,Spieltag,Season,Name,Team1,Team2,Guess,Result,Points
32146,11,2019/2020,jondu,WOB,B04,1:3,0:2,"1,67"
32147,11,2019/2020,jondu,SCF,SGE,0:2,1:0,0
32148,11,2019/2020,dtomasch,KOE,TSG,1:3,1:2,"1,16"
32149,11,2019/2020,dtomasch,BSC,RBL,1:5,2:4,"1,14"
32150,11,2019/2020,dtomasch,S04,F95,3:2,3:3,0
32151,11,2019/2020,dtomasch,M05,FCU,1:1,2:3,0
32152,11,2019/2020,dtomasch,SCP,FCA,1:0,0:1,0
32153,11,2019/2020,dtomasch,FCB,BVB,1:5,4:0,0
32154,11,2019/2020,dtomasch,BMG,BRE,3:0,3:1,"1,14"
32155,11,2019/2020,dtomasch,WOB,B04,1:3,0:2,"1,67"
32156,11,2019/2020,dtomasch,SCF,SGE,2:2,1:0,0
32157,11,2019/2020,Essen1957,KOE,TSG,1:3,1:2,"1,16"
32158,11,2019/2020,Essen1957,BSC,RBL,1:2,2:4,"1,16"
32159,11,2019/2020,Essen1957,S04,F95,2:1,3:3,0
32160,11,2019/2020,Essen1957,M05,FCU,2:1,2:3,0
32161,11,2019/2020,Essen1957,SCP,FCA,1:2,0:1,"1,43"
32162,11,2019/2020,Essen1957,FCB,BVB,2:2,4:0,0
32163,11,2019/2020,Essen1957,BMG,BRE,2:2,3:1,0
32164,11,2019/2020,Essen1957,WOB,B04,1:2,0:2,"1,24"
32165,11,2019/2020,Essen1957,SCF,SGE,1:1,1:0,0
32166,11,2019/2020,EB,KOE,TSG,,1:2,0
32167,11,2019/2020,EB,BSC,RBL,,2:4,0
32168,11,2019/2020,EB,S04,F95,,3:3,0
32169,11,2019/2020,EB,M05,FCU,,2:3,0
32170,11,2019/2020,EB,SCP,FCA,,0:1,0
32171,11,2019/2020,EB,FCB,BVB,3:1,4:0,"1,99"
32172,11,2019/2020,EB,BMG,BRE,3:1,3:1,"1,55"
32173,11,2019/2020,EB,WOB,B04,3:1,0:2,0
32174,11,2019/2020,EB,SCF,SGE,3:1,1:0,"1,38"
32175,11,2019/2020,Fritzi,KOE,TSG,3:1,1:2,0
32176,11,2019/2020,Fritzi,BSC,RBL,3:1,2:4,0
32177,11,2019/2020,Fritzi,S04,F95,3:1,3:3,0
32178,11,2019/2020,Fritzi,M05,FCU,3:1,2:3,0
32179,11,2019/2020,Fritzi,SCP,FCA,3:1,0:1,0
32180,11,2019/2020,Fritzi,FCB,BVB,3:1,4:0,"1,99"
32181,11,2019/2020,Fritzi,BMG,BRE,3:1,3:1,"1,55"
32182,11,2019/2020,Fritzi,WOB,B04,3:1,0:2,0
32183,11,2019/2020,Fritzi,SCF,SGE,3:1,1:0,"1,38"
32184,11,2019/2020,StT,KOE,TSG,1:4,1:2,"1,15"
32185,11,2019/2020,StT,BSC,RBL,2:3,2:4,"1,26"
32186,11,2019/2020,StT,S04,F95,2:1,3:3,0
32187,11,2019/2020,StT,M05,FCU,3:2,2:3,0
32188,11,2019/2020,StT,SCP,FCA,1:3,0:1,"1,3"
32189,11,2019/2020,StT,FCB,BVB,0:0,4:0,0
32190,11,2019/2020,StT,BMG,BRE,2:2,3:1,0
32191,11,2019/2020,StT,WOB,B04,2:3,0:2,"1,21"
32192,11,2019/2020,StT,SCF,SGE,3:3,1:0,0
32193,11,2019/2020,han,KOE,TSG,1:1,1:2,0
32194,11,2019/2020,han,BSC,RBL,0:0,2:4,0
32195,11,2019/2020,han,S04,F95,0:0,3:3,"2,5"
32196,11,2019/2020,han,M05,FCU,0:0,2:3,0
32197,11,2019/2020,han,SCP,FCA,0:0,0:1,0
32198,11,2019/2020,han,FCB,BVB,2:3,4:0,0
32199,11,2019/2020,han,BMG,BRE,2:1,3:1,"1,14"
32200,11,2019/2020,han,WOB,B04,1:2,0:2,"1,24"
32201,11,2019/2020,han,SCF,SGE,1:2,1:0,0
32202,11,2019/2020,tobi,KOE,TSG,2:0,1:2,0
32203,11,2019/2020,tobi,BSC,RBL,3:1,2:4,0
32204,11,2019/2020,tobi,S04,F95,1:0,3:3,0
32205,11,2019/2020,tobi,M05,FCU,0:2,2:3,"1,86"
32206,11,2019/2020,tobi,SCP,FCA,0:0,0:1,0
32207,11,2019/2020,tobi,FCB,BVB,4:0,4:0,"2,99"
32208,11,2019/2020,tobi,BMG,BRE,0:2,3:1,0
32209,11,2019/2020,tobi,WOB,B04,,0:2,0
32210,11,2019/2020,tobi,SCF,SGE,0:3,1:0,0
32211,11,2019/2020,Therken,KOE,TSG,1:2,1:2,"1,57"
32212,11,2019/2020,Therken,BSC,RBL,0:2,2:4,"1,34"
32213,11,2019/2020,Therken,S04,F95,3:0,3:3,0
32214,11,2019/2020,Therken,M05,FCU,2:0,2:3,0
32215,11,2019/2020,Therken,SCP,FCA,1:0,0:1,0
32216,11,2019/2020,Therken,FCB,BVB,1:1,4:0,0
32217,11,2019/2020,Therken,BMG,BRE,2:0,3:1,"1,26"
32218,11,2019/2020,Therken,WOB,B04,2:1,0:2,0
32219,11,2019/2020,Therken,SCF,SGE,0:1,1:0,0
32220,11,2019/2020,AdKo,KOE,TSG,0:0,1:2,0
32221,11,2019/2020,AdKo,BSC,RBL,1:0,2:4,0
32222,11,2019/2020,AdKo,S04,F95,2:0,3:3,0
32223,11,2019/2020,AdKo,M05,FCU,1:0,2:3,0
32224,11,2019/2020,AdKo,SCP,FCA,0:0,0:1,0
32225,11,2019/2020,AdKo,FCB,BVB,2:0,4:0,"1,66"
32226,11,2019/2020,AdKo,BMG,BRE,0:0,3:1,0
32227,11,2019/2020,AdKo,WOB,B04,0:0,0:2,0
32228,11,2019/2020,AdKo,SCF,SGE,1:0,1:0,"2,41"
32229,11,2019/2020,pwesterv,KOE,TSG,0:3,1:2,"1,15"
32230,11,2019/2020,pwesterv,BSC,RBL,1:4,2:4,"1,26"
32231,11,2019/2020,pwesterv,S04,F95,3:2,3:3,0
32232,11,2019/2020,pwesterv,M05,FCU,2:2,2:3,0
32233,11,2019/2020,pwesterv,SCP,FCA,3:2,0:1,0
32234,11,2019/2020,pwesterv,FCB,BVB,2:4,4:0,0
32235,11,2019/2020,pwesterv,BMG,BRE,3:1,3:1,"1,55"
32236,11,2019/2020,pwesterv,WOB,B04,3:2,0:2,0
32237,11,2019/2020,pwesterv,SCF,SGE,2:2,1:0,0
32238,11,2019/2020,Mede,KOE,TSG,1:2,1:2,"1,57"
32239,11,2019/2020,Mede,BSC,RBL,,2:4,0
32240,11,2019/2020,Mede,S04,F95,,3:3,0
32241,11,2019/2020,Mede,M05,FCU,,2:3,0
32242,11,2019/2020,Mede,SCP,FCA,,0:1,0
32243,11,2019/2020,Mede,FCB,BVB,,4:0,0
32244,11,2019/2020,Mede,BMG,BRE,2:1,3:1,"1,14"
32245,11,2019/2020,Mede,WOB,B04,1:2,0:2,"1,24"
32246,11,2019/2020,Mede,SCF,SGE,0:1,1:0,0
32247,11,2019/2020,AS,KOE,TSG,2:3,1:2,"1,42"
32248,11,2019/2020,AS,BSC,RBL,2:3,2:4,"1,26"
32249,11,2019/2020,AS,S04,F95,4:1,3:3,0
32250,11,2019/2020,AS,M05,FCU,1:1,2:3,0
32251,11,2019/2020,AS,SCP,FCA,2:0,0:1,0
32252,11,2019/2020,AS,FCB,BVB,3:3,4:0,0
32253,11,2019/2020,AS,BMG,BRE,1:0,3:1,"1,13"
32254,11,2019/2020,AS,WOB,B04,1:1,0:2,0
32255,11,2019/2020,AS,SCF,SGE,0:1,1:0,0
32256,11,2019/2020,Lukas1993,KOE,TSG,1:3,1:2,"1,16"
32257,11,2019/2020,Lukas1993,BSC,RBL,0:6,2:4,"1,14"
32258,11,2019/2020,Lukas1993,S04,F95,3:0,3:3,0
32259,11,2019/2020,Lukas1993,M05,FCU,2:2,2:3,0
32260,11,2019/2020,Lukas1993,SCP,FCA,2:0,0:1,0
32261,11,2019/2020,Lukas1993,FCB,BVB,2:3,4:0,0
32262,11,2019/2020,Lukas1993,BMG,BRE,2:2,3:1,0
32263,11,2019/2020,Lukas1993,WOB,B04,4:0,0:2,0
32264,11,2019/2020,Lukas1993,SCF,SGE,4:1,1:0,"1,35"
32265,11,2019/2020,nemo,KOE,TSG,0:2,1:2,"1,16"
32266,11,2019/2020,nemo,BSC,RBL,0:3,2:4,"1,16"
32267,11,2019/2020,nemo,S04,F95,3:1,3:3,0
32268,11,2019/2020,nemo,M05,FCU,1:1,2:3,0
32269,11,2019/2020,nemo,SCP,FCA,0:0,0:1,0
32270,11,2019/2020,nemo,FCB,BVB,0:2,4:0,0
32271,11,2019/2020,nemo,BMG,BRE,2:0,3:1,"1,26"
32272,11,2019/2020,nemo,WOB,B04,1:0,0:2,0
32273,11,2019/2020,nemo,SCF,SGE,0:3,1:0,0
32274,11,2019/2020,MS,KOE,TSG,0:2,1:2,"1,16"
32275,11,2019/2020,MS,BSC,RBL,2:1,2:4,0
32276,11,2019/2020,MS,S04,F95,3:1,3:3,0
32277,11,2019/2020,MS,M05,FCU,1:1,2:3,0
32278,11,2019/2020,MS,SCP,FCA,2:1,0:1,0
32279,11,2019/2020,MS,FCB,BVB,1:2,4:0,0
32280,11,2019/2020,MS,BMG,BRE,3:1,3:1,"1,55"
32281,11,2019/2020,MS,WOB,B04,3:1,0:2,0
32282,11,2019/2020,MS,SCF,SGE,1:2,1:0,0
32283,11,2019/2020,HoD,KOE,TSG,2:1,1:2,0
32284,11,2019/2020,HoD,BSC,RBL,2:0,2:4,0
32285,11,2019/2020,HoD,S04,F95,3:1,3:3,0
32286,11,2019/2020,HoD,M05,FCU,2:1,2:3,0
32287,11,2019/2020,HoD,SCP,FCA,1:1,0:1,0
32288,11,2019/2020,HoD,FCB,BVB,1:2,4:0,0
32289,11,2019/2020,HoD,BMG,BRE,2:1,3:1,"1,14"
32290,11,2019/2020,HoD,WOB,B04,1:2,0:2,"1,24"
32291,11,2019/2020,HoD,SCF,SGE,1:4,1:0,0
32292,11,2019/2020,jrellmann,KOE,TSG,1:1,1:2,0
32293,11,2019/2020,jrellmann,BSC,RBL,1:2,2:4,"1,16"
32294,11,2019/2020,jrellmann,S04,F95,2:0,3:3,0
32295,11,2019/2020,jrellmann,M05,FCU,1:0,2:3,0
32296,11,2019/2020,jrellmann,SCP,FCA,2:1,0:1,0
32297,11,2019/2020,jrellmann,FCB,BVB,1:1,4:0,0
32298,11,2019/2020,jrellmann,BMG,BRE,0:2,3:1,0
32299,11,2019/2020,jrellmann,WOB,B04,2:2,0:2,0
32300,11,2019/2020,jrellmann,SCF,SGE,1:1,1:0,0
32301,11,2019/2020,MM,KOE,TSG,2:1,1:2,0
32302,11,2019/2020,MM,BSC,RBL,1:0,2:4,0
32303,11,2019/2020,MM,S04,F95,3:1,3:3,0
32304,11,2019/2020,MM,M05,FCU,2:0,2:3,0
32305,11,2019/2020,MM,SCP,FCA,2:2,0:1,0
32306,11,2019/2020,MM,FCB,BVB,1:3,4:0,0
32307,11,2019/2020,MM,BMG,BRE,2:1,3:1,"1,14"
32308,11,2019/2020,MM,WOB,B04,3:2,0:2,0
32309,11,2019/2020,MM,SCF,SGE,2:2,1:0,0
32310,12,2019/2020,JK,BVB,SCP,1:0,3:3,0
32311,12,2019/2020,JK,B04,SCF,1:1,1:1,"2,5"
32312,12,2019/2020,JK,BRE,S04,2:0,1:2,0
32313,12,2019/2020,JK,FCU,BMG,1:0,2:0,"1,86"
32314,12,2019/2020,JK,SGE,WOB,3:3,0:2,0
32315,12,2019/2020,JK,F95,FCB,0:4,0:4,"1,72"
32316,12,2019/2020,JK,RBL,KOE,1:3,4:1,0
32317,12,2019/2020,JK,FCA,BSC,4:0,4:0,"4,46"
32318,12,2019/2020,JK,TSG,M05,2:0,1:5,0
32319,12,2019/2020,Knut,BVB,SCP,3:2,3:3,0
32320,12,2019/2020,Knut,B04,SCF,3:1,1:1,0
32321,12,2019/2020,Knut,BRE,S04,2:2,1:2,0
32322,12,2019/2020,Knut,FCU,BMG,1:2,2:0,0
32323,12,2019/2020,Knut,SGE,WOB,3:2,0:2,0
32324,12,2019/2020,Knut,F95,FCB,0:3,0:4,"1,21"
32325,12,2019/2020,Knut,RBL,KOE,4:1,4:1,"1,66"
32326,12,2019/2020,Knut,FCA,BSC,1:1,4:0,0
32327,12,2019/2020,Knut,TSG,M05,0:2,1:5,7
32328,12,2019/2020,tobi,BVB,SCP,,3:3,0
32329,12,2019/2020,tobi,B04,SCF,2:2,1:1,"1,75"
32330,12,2019/2020,tobi,BRE,S04,0:4,1:2,"1,25"
32331,12,2019/2020,tobi,FCU,BMG,2:0,2:0,"5,29"
32332,12,2019/2020,tobi,SGE,WOB,3:0,0:2,0
32333,12,2019/2020,tobi,F95,FCB,0:5,0:4,"1,21"
32334,12,2019/2020,tobi,RBL,KOE,0:2,4:1,0
32335,12,2019/2020,tobi,FCA,BSC,0:2,4:0,0
32336,12,2019/2020,tobi,TSG,M05,1:1,1:5,0
32337,12,2019/2020,Lukas1993,BVB,SCP,5:0,3:3,0
32338,12,2019/2020,Lukas1993,B04,SCF,2:2,1:1,"1,75"
32339,12,2019/2020,Lukas1993,BRE,S04,2:1,1:2,0
32340,12,2019/2020,Lukas1993,FCU,BMG,0:3,2:0,0
32341,12,2019/2020,Lukas1993,SGE,WOB,1:3,0:2,"5,91"
32342,12,2019/2020,Lukas1993,F95,FCB,2:1,0:4,0
32343,12,2019/2020,Lukas1993,RBL,KOE,3:0,4:1,"1,25"
32344,12,2019/2020,Lukas1993,FCA,BSC,0:2,4:0,0
32345,12,2019/2020,Lukas1993,TSG,M05,2:0,1:5,0
32346,12,2019/2020,Meenzerin,BVB,SCP,3:0,3:3,0
32347,12,2019/2020,Meenzerin,B04,SCF,2:1,1:1,0
32348,12,2019/2020,Meenzerin,BRE,S04,1:2,1:2,"1,8"
32349,12,2019/2020,Meenzerin,FCU,BMG,0:4,2:0,0
32350,12,2019/2020,Meenzerin,SGE,WOB,2:1,0:2,0
32351,12,2019/2020,Meenzerin,F95,FCB,0:1,0:4,"1,1"
32352,12,2019/2020,Meenzerin,RBL,KOE,2:0,4:1,"1,12"
32353,12,2019/2020,Meenzerin,FCA,BSC,1:1,4:0,0
32354,12,2019/2020,Meenzerin,TSG,M05,1:2,1:5,4
32355,12,2019/2020,MS,BVB,SCP,4:0,3:3,0
32356,12,2019/2020,MS,B04,SCF,2:1,1:1,0
32357,12,2019/2020,MS,BRE,S04,1:2,1:2,"1,8"
32358,12,2019/2020,MS,FCU,BMG,1:3,2:0,0
32359,12,2019/2020,MS,SGE,WOB,1:2,0:2,"3,45"
32360,12,2019/2020,MS,F95,FCB,1:3,0:4,"1,14"
32361,12,2019/2020,MS,RBL,KOE,2:2,4:1,0
32362,12,2019/2020,MS,FCA,BSC,0:3,4:0,0
32363,12,2019/2020,MS,TSG,M05,2:2,1:5,0
32364,12,2019/2020,pwesterv,BVB,SCP,4:2,3:3,0
32365,12,2019/2020,pwesterv,B04,SCF,2:2,1:1,"1,75"
32366,12,2019/2020,pwesterv,BRE,S04,2:3,1:2,"1,37"
32367,12,2019/2020,pwesterv,FCU,BMG,1:3,2:0,0
32368,12,2019/2020,pwesterv,SGE,WOB,3:2,0:2,0
32369,12,2019/2020,pwesterv,F95,FCB,1:5,0:4,"1,6"
32370,12,2019/2020,pwesterv,RBL,KOE,4:1,4:1,"1,66"
32371,12,2019/2020,pwesterv,FCA,BSC,2:2,4:0,0
32372,12,2019/2020,pwesterv,TSG,M05,3:1,1:5,0
32373,12,2019/2020,MaxBpunkt,BVB,SCP,2:1,3:3,0
32374,12,2019/2020,MaxBpunkt,B04,SCF,1:1,1:1,"2,5"
32375,12,2019/2020,MaxBpunkt,BRE,S04,0:1,1:2,"1,37"
32376,12,2019/2020,MaxBpunkt,FCU,BMG,1:2,2:0,0
32377,12,2019/2020,MaxBpunkt,SGE,WOB,1:0,0:2,0
32378,12,2019/2020,MaxBpunkt,F95,FCB,0:5,0:4,"1,21"
32379,12,2019/2020,MaxBpunkt,RBL,KOE,2:1,4:1,"1,11"
32380,12,2019/2020,MaxBpunkt,FCA,BSC,1:1,4:0,0
32381,12,2019/2020,MaxBpunkt,TSG,M05,2:0,1:5,0
32382,12,2019/2020,ReRu,BVB,SCP,5:0,3:3,0
32383,12,2019/2020,ReRu,B04,SCF,2:2,1:1,"1,75"
32384,12,2019/2020,ReRu,BRE,S04,2:1,1:2,0
32385,12,2019/2020,ReRu,FCU,BMG,2:2,2:0,0
32386,12,2019/2020,ReRu,SGE,WOB,2:1,0:2,0
32387,12,2019/2020,ReRu,F95,FCB,1:4,0:4,"1,21"
32388,12,2019/2020,ReRu,RBL,KOE,4:1,4:1,"1,66"
32389,12,2019/2020,ReRu,FCA,BSC,2:1,4:0,"1,38"
32390,12,2019/2020,ReRu,TSG,M05,3:0,1:5,0
32391,12,2019/2020,Fritzi,BVB,SCP,3:1,3:3,0
32392,12,2019/2020,Fritzi,B04,SCF,3:1,1:1,0
32393,12,2019/2020,Fritzi,BRE,S04,3:1,1:2,0
32394,12,2019/2020,Fritzi,FCU,BMG,3:1,2:0,"3,14"
32395,12,2019/2020,Fritzi,SGE,WOB,3:1,0:2,0
32396,12,2019/2020,Fritzi,F95,FCB,3:1,0:4,0
32397,12,2019/2020,Fritzi,RBL,KOE,3:1,4:1,"1,15"
32398,12,2019/2020,Fritzi,FCA,BSC,3:1,4:0,"1,69"
32399,12,2019/2020,Fritzi,TSG,M05,3:1,1:5,0
32400,12,2019/2020,OM,BVB,SCP,2:1,3:3,0
32401,12,2019/2020,OM,B04,SCF,2:1,1:1,0
32402,12,2019/2020,OM,BRE,S04,3:2,1:2,0
32403,12,2019/2020,OM,FCU,BMG,2:1,2:0,"1,86"
32404,12,2019/2020,OM,SGE,WOB,3:2,0:2,0
32405,12,2019/2020,OM,F95,FCB,0:3,0:4,"1,21"
32406,12,2019/2020,OM,RBL,KOE,4:0,4:1,"1,15"
32407,12,2019/2020,OM,FCA,BSC,3:1,4:0,"1,69"
32408,12,2019/2020,OM,TSG,M05,2:0,1:5,0
32409,12,2019/2020,Runner,BVB,SCP,4:1,3:3,0
32410,12,2019/2020,Runner,B04,SCF,2:1,1:1,0
32411,12,2019/2020,Runner,BRE,S04,1:2,1:2,"1,8"
32412,12,2019/2020,Runner,FCU,BMG,1:3,2:0,0
32413,12,2019/2020,Runner,SGE,WOB,3:1,0:2,0
32414,12,2019/2020,Runner,F95,FCB,0:2,0:4,"1,11"
32415,12,2019/2020,Runner,RBL,KOE,3:0,4:1,"1,25"
32416,12,2019/2020,Runner,FCA,BSC,1:0,4:0,"1,25"
32417,12,2019/2020,Runner,TSG,M05,3:0,1:5,0
32418,12,2019/2020,Flo,BVB,SCP,4:1,3:3,0
32419,12,2019/2020,Flo,B04,SCF,1:1,1:1,"2,5"
32420,12,2019/2020,Flo,BRE,S04,2:1,1:2,0
32421,12,2019/2020,Flo,FCU,BMG,1:2,2:0,0
32422,12,2019/2020,Flo,SGE,WOB,3:1,0:2,0
32423,12,2019/2020,Flo,F95,FCB,0:3,0:4,"1,21"
32424,12,2019/2020,Flo,RBL,KOE,4:1,4:1,"1,66"
32425,12,2019/2020,Flo,FCA,BSC,0:1,4:0,0
32426,12,2019/2020,Flo,TSG,M05,1:1,1:5,0
32427,12,2019/2020,kreuzer,BVB,SCP,2:3,3:3,0
32428,12,2019/2020,kreuzer,B04,SCF,2:1,1:1,0
32429,12,2019/2020,kreuzer,BRE,S04,1:3,1:2,"1,27"
32430,12,2019/2020,kreuzer,FCU,BMG,0:2,2:0,0
32431,12,2019/2020,kreuzer,SGE,WOB,3:1,0:2,0
32432,12,2019/2020,kreuzer,F95,FCB,1:3,0:4,"1,14"
32433,12,2019/2020,kreuzer,RBL,KOE,2:0,4:1,"1,12"
32434,12,2019/2020,kreuzer,FCA,BSC,3:1,4:0,"1,69"
32435,12,2019/2020,kreuzer,TSG,M05,3:1,1:5,0
32436,12,2019/2020,saptarshi,BVB,SCP,4:0,3:3,0
32437,12,2019/2020,saptarshi,B04,SCF,3:2,1:1,0
32438,12,2019/2020,saptarshi,BRE,S04,1:3,1:2,"1,27"
32439,12,2019/2020,saptarshi,FCU,BMG,1:3,2:0,0
32440,12,2019/2020,saptarshi,SGE,WOB,3:0,0:2,0
32441,12,2019/2020,saptarshi,F95,FCB,1:4,0:4,"1,21"
32442,12,2019/2020,saptarshi,RBL,KOE,4:0,4:1,"1,15"
32443,12,2019/2020,saptarshi,FCA,BSC,3:2,4:0,"1,38"
32444,12,2019/2020,saptarshi,TSG,M05,4:0,1:5,0
32445,12,2019/2020,Katharina Kaufmann,BVB,SCP,3:0,3:3,0
32446,12,2019/2020,Katharina Kaufmann,B04,SCF,2:1,1:1,0
32447,12,2019/2020,Katharina Kaufmann,BRE,S04,1:2,1:2,"1,8"
32448,12,2019/2020,Katharina Kaufmann,FCU,BMG,1:2,2:0,0
32449,12,2019/2020,Katharina Kaufmann,SGE,WOB,1:1,0:2,0
32450,12,2019/2020,Katharina Kaufmann,F95,FCB,0:4,0:4,"1,72"
32451,12,2019/2020,Katharina Kaufmann,RBL,KOE,3:0,4:1,"1,25"
32452,12,2019/2020,Katharina Kaufmann,FCA,BSC,0:0,4:0,0
32453,12,2019/2020,Katharina Kaufmann,TSG,M05,2:0,1:5,0
32454,12,2019/2020,Mede,BVB,SCP,4:1,3:3,0
32455,12,2019/2020,Mede,B04,SCF,2:0,1:1,0
32456,12,2019/2020,Mede,BRE,S04,2:3,1:2,"1,37"
32457,12,2019/2020,Mede,FCU,BMG,0:2,2:0,0
32458,12,2019/2020,Mede,SGE,WOB,2:1,0:2,0
32459,12,2019/2020,Mede,F95,FCB,0:4,0:4,"1,72"
32460,12,2019/2020,Mede,RBL,KOE,3:1,4:1,"1,15"
32461,12,2019/2020,Mede,FCA,BSC,1:1,4:0,0
32462,12,2019/2020,Mede,TSG,M05,2:0,1:5,0
32463,12,2019/2020,AdKo,BVB,SCP,2:0,3:3,0
32464,12,2019/2020,AdKo,B04,SCF,1:0,1:1,0
32465,12,2019/2020,AdKo,BRE,S04,2:0,1:2,0
32466,12,2019/2020,AdKo,FCU,BMG,1:0,2:0,"1,86"
32467,12,2019/2020,AdKo,SGE,WOB,2:0,0:2,0
32468,12,2019/2020,AdKo,F95,FCB,1:0,0:4,0
32469,12,2019/2020,AdKo,RBL,KOE,2:0,4:1,"1,12"
32470,12,2019/2020,AdKo,FCA,BSC,1:0,4:0,"1,25"
32471,12,2019/2020,AdKo,TSG,M05,3:0,1:5,0
32472,12,2019/2020,Mirco,BVB,SCP,3:1,3:3,0
32473,12,2019/2020,Mirco,B04,SCF,2:1,1:1,0
32474,12,2019/2020,Mirco,BRE,S04,2:3,1:2,"1,37"
32475,12,2019/2020,Mirco,FCU,BMG,1:1,2:0,0
32476,12,2019/2020,Mirco,SGE,WOB,3:2,0:2,0
32477,12,2019/2020,Mirco,F95,FCB,1:6,0:4,"1,19"
32478,12,2019/2020,Mirco,RBL,KOE,4:1,4:1,"1,66"
32479,12,2019/2020,Mirco,FCA,BSC,1:2,4:0,0
32480,12,2019/2020,Mirco,TSG,M05,2:2,1:5,0
32481,12,2019/2020,nemo,BVB,SCP,2:0,3:3,0
32482,12,2019/2020,nemo,B04,SCF,0:1,1:1,0
32483,12,2019/2020,nemo,BRE,S04,1:2,1:2,"1,8"
32484,12,2019/2020,nemo,FCU,BMG,0:3,2:0,0
32485,12,2019/2020,nemo,SGE,WOB,2:0,0:2,0
32486,12,2019/2020,nemo,F95,FCB,1:2,0:4,"1,11"
32487,12,2019/2020,nemo,RBL,KOE,3:0,4:1,"1,25"
32488,12,2019/2020,nemo,FCA,BSC,1:1,4:0,0
32489,12,2019/2020,nemo,TSG,M05,2:1,1:5,0
32490,12,2019/2020,TopGun,BVB,SCP,2:1,3:3,0
32491,12,2019/2020,TopGun,B04,SCF,1:0,1:1,0
32492,12,2019/2020,TopGun,BRE,S04,1:2,1:2,"1,8"
32493,12,2019/2020,TopGun,FCU,BMG,0:2,2:0,0
32494,12,2019/2020,TopGun,SGE,WOB,3:2,0:2,0
32495,12,2019/2020,TopGun,F95,FCB,0:3,0:4,"1,21"
32496,12,2019/2020,TopGun,RBL,KOE,2:1,4:1,"1,11"
32497,12,2019/2020,TopGun,FCA,BSC,1:2,4:0,0
32498,12,2019/2020,TopGun,TSG,M05,2:1,1:5,0
32499,12,2019/2020,MSX,BVB,SCP,3:0,3:3,0
32500,12,2019/2020,MSX,B04,SCF,2:0,1:1,0
32501,12,2019/2020,MSX,BRE,S04,1:3,1:2,"1,27"
32502,12,2019/2020,MSX,FCU,BMG,0:3,2:0,0
32503,12,2019/2020,MSX,SGE,WOB,1:1,0:2,0
32504,12,2019/2020,MSX,F95,FCB,0:4,0:4,"1,72"
32505,12,2019/2020,MSX,RBL,KOE,2:0,4:1,"1,12"
32506,12,2019/2020,MSX,FCA,BSC,0:1,4:0,0
32507,12,2019/2020,MSX,TSG,M05,2:1,1:5,0
32508,12,2019/2020,EB,BVB,SCP,3:1,3:3,0
32509,12,2019/2020,EB,B04,SCF,3:1,1:1,0
32510,12,2019/2020,EB,BRE,S04,1:1,1:2,0
32511,12,2019/2020,EB,FCU,BMG,1:3,2:0,0
32512,12,2019/2020,EB,SGE,WOB,3:1,0:2,0
32513,12,2019/2020,EB,F95,FCB,1:3,0:4,"1,14"
32514,12,2019/2020,EB,RBL,KOE,3:1,4:1,"1,15"
32515,12,2019/2020,EB,FCA,BSC,3:1,4:0,"1,69"
32516,12,2019/2020,EB,TSG,M05,3:1,1:5,0
32517,12,2019/2020,Rainer BrÃ¼ck,BVB,SCP,3:0,3:3,0
32518,12,2019/2020,Rainer BrÃ¼ck,B04,SCF,1:1,1:1,"2,5"
32519,12,2019/2020,Rainer BrÃ¼ck,BRE,S04,0:1,1:2,"1,37"
32520,12,2019/2020,Rainer BrÃ¼ck,FCU,BMG,0:2,2:0,0
32521,12,2019/2020,Rainer BrÃ¼ck,SGE,WOB,2:1,0:2,0
32522,12,2019/2020,Rainer BrÃ¼ck,F95,FCB,1:1,0:4,0
32523,12,2019/2020,Rainer BrÃ¼ck,RBL,KOE,0:1,4:1,0
32524,12,2019/2020,Rainer BrÃ¼ck,FCA,BSC,1:2,4:0,0
32525,12,2019/2020,Rainer BrÃ¼ck,TSG,M05,1:1,1:5,0
32526,12,2019/2020,jrellmann,BVB,SCP,4:0,3:3,0
32527,12,2019/2020,jrellmann,B04,SCF,2:0,1:1,0
32528,12,2019/2020,jrellmann,BRE,S04,2:1,1:2,0
32529,12,2019/2020,jrellmann,FCU,BMG,0:2,2:0,0
32530,12,2019/2020,jrellmann,SGE,WOB,2:1,0:2,0
32531,12,2019/2020,jrellmann,F95,FCB,0:3,0:4,"1,21"
32532,12,2019/2020,jrellmann,RBL,KOE,3:0,4:1,"1,25"
32533,12,2019/2020,jrellmann,FCA,BSC,2:1,4:0,"1,38"
32534,12,2019/2020,jrellmann,TSG,M05,3:0,1:5,0
32535,12,2019/2020,Rockoby87,BVB,SCP,3:1,3:3,0
32536,12,2019/2020,Rockoby87,B04,SCF,2:1,1:1,0
32537,12,2019/2020,Rockoby87,BRE,S04,1:0,1:2,0
32538,12,2019/2020,Rockoby87,FCU,BMG,0:1,2:0,0
32539,12,2019/2020,Rockoby87,SGE,WOB,2:3,0:2,"2,64"
32540,12,2019/2020,Rockoby87,F95,FCB,0:2,0:4,"1,11"
32541,12,2019/2020,Rockoby87,RBL,KOE,0:1,4:1,0
32542,12,2019/2020,Rockoby87,FCA,BSC,1:1,4:0,0
32543,12,2019/2020,Rockoby87,TSG,M05,2:1,1:5,0
32544,12,2019/2020,dtomasch,BVB,SCP,,3:3,0
32545,12,2019/2020,dtomasch,B04,SCF,1:2,1:1,0
