,Spieltag,Season,Name,Team1,Team2,Guess,Result,Points
0,1,2016/2017,MM,FCB,BRE,3:0,6:0,"1,14"
1,1,2016/2017,MM,HSV,FCI,1:1,1:1,"1,85"
2,1,2016/2017,MM,KOE,D98,2:0,2:0,"1,63"
3,1,2016/2017,MM,BVB,M05,2:0,2:1,"1,19"
4,1,2016/2017,MM,SGE,S04,2:1,1:0,"2,38"
5,1,2016/2017,MM,FCA,WOB,1:2,0:2,"1,23"
6,1,2016/2017,MM,BMG,B04,1:0,2:1,"1,53"
7,1,2016/2017,MM,BSC,SCF,2:0,2:1,"1,26"
8,1,2016/2017,MM,TSG,RBL,2:1,2:2,0
9,1,2016/2017,saptarshi,FCB,BRE,3:0,6:0,"1,14"
10,1,2016/2017,saptarshi,HSV,FCI,2:2,1:1,"1,69"
11,1,2016/2017,saptarshi,KOE,D98,3:1,2:0,"1,56"
12,1,2016/2017,saptarshi,BVB,M05,3:1,2:1,"1,19"
13,1,2016/2017,saptarshi,SGE,S04,1:2,1:0,0
14,1,2016/2017,saptarshi,FCA,WOB,0:1,0:2,"1,23"
15,1,2016/2017,saptarshi,BMG,B04,1:0,2:1,"1,53"
16,1,2016/2017,saptarshi,BSC,SCF,2:0,2:1,"1,26"
17,1,2016/2017,saptarshi,TSG,RBL,1:1,2:2,"1,72"
18,1,2016/2017,Julian,FCB,BRE,1:0,6:0,"1,1"
19,1,2016/2017,Julian,HSV,FCI,1:1,1:1,"1,85"
20,1,2016/2017,Julian,KOE,D98,3:2,2:0,"1,19"
21,1,2016/2017,Julian,BVB,M05,0:0,2:1,0
22,1,2016/2017,Julian,SGE,S04,1:0,1:0,"5,15"
23,1,2016/2017,Julian,FCA,WOB,2:1,0:2,0
24,1,2016/2017,Julian,BMG,B04,4:1,2:1,"1,25"
25,1,2016/2017,Julian,BSC,SCF,3:3,2:1,0
26,1,2016/2017,Julian,TSG,RBL,0:2,2:2,0
27,1,2016/2017,Benni,FCB,BRE,3:0,6:0,"1,14"
28,1,2016/2017,Benni,HSV,FCI,1:1,1:1,"1,85"
29,1,2016/2017,Benni,KOE,D98,2:1,2:0,"1,2"
30,1,2016/2017,Benni,BVB,M05,3:2,2:1,"1,82"
31,1,2016/2017,Benni,SGE,S04,0:1,1:0,0
32,1,2016/2017,Benni,FCA,WOB,0:2,0:2,"2,99"
33,1,2016/2017,Benni,BMG,B04,1:2,2:1,0
34,1,2016/2017,Benni,BSC,SCF,2:0,2:1,"1,26"
35,1,2016/2017,Benni,TSG,RBL,1:3,2:2,0
36,1,2016/2017,Therken,FCB,BRE,3:0,6:0,"1,14"
37,1,2016/2017,Therken,HSV,FCI,0:2,1:1,0
38,1,2016/2017,Therken,KOE,D98,2:1,2:0,"1,2"
39,1,2016/2017,Therken,BVB,M05,3:1,2:1,"1,19"
40,1,2016/2017,Therken,SGE,S04,1:2,1:0,0
41,1,2016/2017,Therken,FCA,WOB,2:1,0:2,0
42,1,2016/2017,Therken,BMG,B04,3:1,2:1,"1,3"
43,1,2016/2017,Therken,BSC,SCF,1:2,2:1,0
44,1,2016/2017,Therken,TSG,RBL,2:2,2:2,"5,32"
45,1,2016/2017,JK,FCB,BRE,3:1,6:0,"1,12"
46,1,2016/2017,JK,HSV,FCI,1:1,1:1,"1,85"
47,1,2016/2017,JK,KOE,D98,3:0,2:0,"1,2"
48,1,2016/2017,JK,BVB,M05,3:0,2:1,"1,16"
49,1,2016/2017,JK,SGE,S04,2:0,1:0,"1,69"
50,1,2016/2017,JK,FCA,WOB,1:0,0:2,0
51,1,2016/2017,JK,BMG,B04,4:2,2:1,"1,28"
52,1,2016/2017,JK,BSC,SCF,1:0,2:1,"1,44"
53,1,2016/2017,JK,TSG,RBL,3:2,2:2,0
54,1,2016/2017,han,FCB,BRE,6:0,6:0,"2,04"
55,1,2016/2017,han,HSV,FCI,0:0,1:1,"1,69"
56,1,2016/2017,han,KOE,D98,2:0,2:0,"1,63"
57,1,2016/2017,han,BVB,M05,4:0,2:1,"1,15"
58,1,2016/2017,han,SGE,S04,0:2,1:0,0
59,1,2016/2017,han,FCA,WOB,0:3,0:2,"1,23"
60,1,2016/2017,han,BMG,B04,1:1,2:1,0
61,1,2016/2017,han,BSC,SCF,1:0,2:1,"1,44"
62,1,2016/2017,han,TSG,RBL,1:2,2:2,0
63,1,2016/2017,Runner,FCB,BRE,4:1,6:0,"1,28"
64,1,2016/2017,Runner,HSV,FCI,1:1,1:1,"1,85"
65,1,2016/2017,Runner,KOE,D98,2:1,2:0,"1,2"
66,1,2016/2017,Runner,BVB,M05,3:0,2:1,"1,16"
67,1,2016/2017,Runner,SGE,S04,0:2,1:0,0
68,1,2016/2017,Runner,FCA,WOB,1:3,0:2,"1,99"
69,1,2016/2017,Runner,BMG,B04,3:1,2:1,"1,3"
70,1,2016/2017,Runner,BSC,SCF,1:1,2:1,0
71,1,2016/2017,Runner,TSG,RBL,0:2,2:2,0
72,1,2016/2017,mgeveler,FCB,BRE,2:1,6:0,"1,11"
73,1,2016/2017,mgeveler,HSV,FCI,2:1,1:1,0
74,1,2016/2017,mgeveler,KOE,D98,2:1,2:0,"1,2"
75,1,2016/2017,mgeveler,BVB,M05,2:1,2:1,"2,02"
76,1,2016/2017,mgeveler,SGE,S04,2:1,1:0,"2,38"
77,1,2016/2017,mgeveler,FCA,WOB,1:1,0:2,0
78,1,2016/2017,mgeveler,BMG,B04,2:1,2:1,"2,06"
79,1,2016/2017,mgeveler,BSC,SCF,1:1,2:1,0
80,1,2016/2017,mgeveler,TSG,RBL,2:1,2:2,0
81,1,2016/2017,HoD,FCB,BRE,,6:0,0
82,1,2016/2017,HoD,HSV,FCI,2:0,1:1,0
83,1,2016/2017,HoD,KOE,D98,2:0,2:0,"1,63"
84,1,2016/2017,HoD,BVB,M05,3:0,2:1,"1,16"
85,1,2016/2017,HoD,SGE,S04,2:3,1:0,0
86,1,2016/2017,HoD,FCA,WOB,1:2,0:2,"1,23"
87,1,2016/2017,HoD,BMG,B04,3:2,2:1,"1,53"
88,1,2016/2017,HoD,BSC,SCF,2:1,2:1,"2,96"
89,1,2016/2017,HoD,TSG,RBL,2:1,2:2,0
90,1,2016/2017,cbas,FCB,BRE,3:0,6:0,"1,14"
91,1,2016/2017,cbas,HSV,FCI,1:0,1:1,0
92,1,2016/2017,cbas,KOE,D98,1:0,2:0,"1,2"
93,1,2016/2017,cbas,BVB,M05,2:0,2:1,"1,19"
94,1,2016/2017,cbas,SGE,S04,0:1,1:0,0
95,1,2016/2017,cbas,FCA,WOB,0:1,0:2,"1,23"
96,1,2016/2017,cbas,BMG,B04,2:1,2:1,"2,06"
97,1,2016/2017,cbas,BSC,SCF,1:0,2:1,"1,44"
98,1,2016/2017,cbas,TSG,RBL,1:0,2:2,0
99,1,2016/2017,pat,FCB,BRE,3:0,6:0,"1,14"
100,1,2016/2017,pat,HSV,FCI,2:0,1:1,0
101,1,2016/2017,pat,KOE,D98,2:0,2:0,"1,63"
102,1,2016/2017,pat,BVB,M05,2:0,2:1,"1,19"
103,1,2016/2017,pat,SGE,S04,2:0,1:0,"1,69"
104,1,2016/2017,pat,FCA,WOB,2:0,0:2,0
105,1,2016/2017,pat,BMG,B04,2:0,2:1,"1,3"
106,1,2016/2017,pat,BSC,SCF,2:0,2:1,"1,26"
107,1,2016/2017,pat,TSG,RBL,2:0,2:2,0
108,1,2016/2017,StT,FCB,BRE,4:0,6:0,"1,45"
109,1,2016/2017,StT,HSV,FCI,1:1,1:1,"1,85"
110,1,2016/2017,StT,KOE,D98,3:0,2:0,"1,2"
111,1,2016/2017,StT,BVB,M05,4:1,2:1,"1,16"
112,1,2016/2017,StT,SGE,S04,0:1,1:0,0
113,1,2016/2017,StT,FCA,WOB,1:2,0:2,"1,23"
114,1,2016/2017,StT,BMG,B04,3:1,2:1,"1,3"
115,1,2016/2017,StT,BSC,SCF,2:2,2:1,0
116,1,2016/2017,StT,TSG,RBL,2:1,2:2,0
117,1,2016/2017,Sebastian,FCB,BRE,2:0,6:0,"1,11"
118,1,2016/2017,Sebastian,HSV,FCI,2:0,1:1,0
119,1,2016/2017,Sebastian,KOE,D98,2:0,2:0,"1,63"
120,1,2016/2017,Sebastian,BVB,M05,2:0,2:1,"1,19"
121,1,2016/2017,Sebastian,SGE,S04,2:0,1:0,"1,69"
122,1,2016/2017,Sebastian,FCA,WOB,2:0,0:2,0
123,1,2016/2017,Sebastian,BMG,B04,2:0,2:1,"1,3"
124,1,2016/2017,Sebastian,BSC,SCF,2:0,2:1,"1,26"
125,1,2016/2017,Sebastian,TSG,RBL,2:0,2:2,0
126,1,2016/2017,EB,FCB,BRE,5:0,6:0,"1,52"
127,1,2016/2017,EB,HSV,FCI,2:1,1:1,0
128,1,2016/2017,EB,KOE,D98,2:1,2:0,"1,2"
129,1,2016/2017,EB,BVB,M05,3:1,2:1,"1,19"
130,1,2016/2017,EB,SGE,S04,1:2,1:0,0
131,1,2016/2017,EB,FCA,WOB,1:2,0:2,"1,23"
132,1,2016/2017,EB,BMG,B04,1:1,2:1,0
133,1,2016/2017,EB,BSC,SCF,2:1,2:1,"2,96"
134,1,2016/2017,EB,TSG,RBL,2:1,2:2,0
135,1,2016/2017,Mede,FCB,BRE,4:1,6:0,"1,28"
136,1,2016/2017,Mede,HSV,FCI,1:1,1:1,"1,85"
137,1,2016/2017,Mede,KOE,D98,2:2,2:0,0
138,1,2016/2017,Mede,BVB,M05,2:0,2:1,"1,19"
139,1,2016/2017,Mede,SGE,S04,1:2,1:0,0
140,1,2016/2017,Mede,FCA,WOB,2:2,0:2,0
141,1,2016/2017,Mede,BMG,B04,2:2,2:1,0
142,1,2016/2017,Mede,BSC,SCF,1:0,2:1,"1,44"
143,1,2016/2017,Mede,TSG,RBL,1:1,2:2,"1,72"
144,1,2016/2017,OM,FCB,BRE,6:0,6:0,"2,04"
145,1,2016/2017,OM,HSV,FCI,1:0,1:1,0
146,1,2016/2017,OM,KOE,D98,1:0,2:0,"1,2"
147,1,2016/2017,OM,BVB,M05,1:1,2:1,0
148,1,2016/2017,OM,SGE,S04,1:1,1:0,0
149,1,2016/2017,OM,FCA,WOB,0:1,0:2,"1,23"
150,1,2016/2017,OM,BMG,B04,1:1,2:1,0
151,1,2016/2017,OM,BSC,SCF,1:0,2:1,"1,44"
152,1,2016/2017,OM,TSG,RBL,0:0,2:2,"1,54"
153,1,2016/2017,CHB,FCB,BRE,2:0,6:0,"1,11"
154,1,2016/2017,CHB,HSV,FCI,1:1,1:1,"1,85"
155,1,2016/2017,CHB,KOE,D98,1:1,2:0,0
156,1,2016/2017,CHB,BVB,M05,2:0,2:1,"1,19"
157,1,2016/2017,CHB,SGE,S04,0:1,1:0,0
158,1,2016/2017,CHB,FCA,WOB,0:2,0:2,"2,99"
159,1,2016/2017,CHB,BMG,B04,2:2,2:1,0
160,1,2016/2017,CHB,BSC,SCF,1:2,2:1,0
161,1,2016/2017,CHB,TSG,RBL,0:1,2:2,0
162,1,2016/2017,Mehmet Scholl,FCB,BRE,7:1,6:0,"1,78"
163,1,2016/2017,Mehmet Scholl,HSV,FCI,3:1,1:1,0
164,1,2016/2017,Mehmet Scholl,KOE,D98,2:1,2:0,"1,2"
165,1,2016/2017,Mehmet Scholl,BVB,M05,3:1,2:1,"1,19"
166,1,2016/2017,Mehmet Scholl,SGE,S04,1:3,1:0,0
167,1,2016/2017,Mehmet Scholl,FCA,WOB,1:2,0:2,"1,23"
168,1,2016/2017,Mehmet Scholl,BMG,B04,2:2,2:1,0
169,1,2016/2017,Mehmet Scholl,BSC,SCF,1:2,2:1,0
170,1,2016/2017,Mehmet Scholl,TSG,RBL,1:1,2:2,"1,72"
171,1,2016/2017,NOne,FCB,BRE,5:0,6:0,"1,52"
172,1,2016/2017,NOne,HSV,FCI,1:0,1:1,0
173,1,2016/2017,NOne,KOE,D98,2:0,2:0,"1,63"
174,1,2016/2017,NOne,BVB,M05,3:1,2:1,"1,19"
175,1,2016/2017,NOne,SGE,S04,1:2,1:0,0
176,1,2016/2017,NOne,FCA,WOB,1:2,0:2,"1,23"
177,1,2016/2017,NOne,BMG,B04,2:2,2:1,0
178,1,2016/2017,NOne,BSC,SCF,1:0,2:1,"1,44"
179,1,2016/2017,NOne,TSG,RBL,2:1,2:2,0
180,1,2016/2017,PuQ,FCB,BRE,3:0,6:0,"1,14"
181,1,2016/2017,PuQ,HSV,FCI,1:0,1:1,0
182,1,2016/2017,PuQ,KOE,D98,1:0,2:0,"1,2"
183,1,2016/2017,PuQ,BVB,M05,2:0,2:1,"1,19"
184,1,2016/2017,PuQ,SGE,S04,0:1,1:0,0
185,1,2016/2017,PuQ,FCA,WOB,1:1,0:2,0
186,1,2016/2017,PuQ,BMG,B04,1:1,2:1,0
187,1,2016/2017,PuQ,BSC,SCF,1:0,2:1,"1,44"
188,1,2016/2017,PuQ,TSG,RBL,1:1,2:2,"1,72"
189,1,2016/2017,pwesterv,FCB,BRE,6:0,6:0,"2,04"
190,1,2016/2017,pwesterv,HSV,FCI,2:1,1:1,0
191,1,2016/2017,pwesterv,KOE,D98,1:0,2:0,"1,2"
192,1,2016/2017,pwesterv,BVB,M05,3:1,2:1,"1,19"
193,1,2016/2017,pwesterv,SGE,S04,0:2,1:0,0
194,1,2016/2017,pwesterv,FCA,WOB,1:1,0:2,0
195,1,2016/2017,pwesterv,BMG,B04,2:1,2:1,"2,06"
196,1,2016/2017,pwesterv,BSC,SCF,0:1,2:1,0
197,1,2016/2017,pwesterv,TSG,RBL,2:1,2:2,0
198,1,2016/2017,isabella,FCB,BRE,4:1,6:0,"1,28"
199,1,2016/2017,isabella,HSV,FCI,2:0,1:1,0
200,1,2016/2017,isabella,KOE,D98,2:0,2:0,"1,63"
201,1,2016/2017,isabella,BVB,M05,2:1,2:1,"2,02"
202,1,2016/2017,isabella,SGE,S04,1:1,1:0,0
203,1,2016/2017,isabella,FCA,WOB,2:2,0:2,0
204,1,2016/2017,isabella,BMG,B04,1:2,2:1,0
205,1,2016/2017,isabella,BSC,SCF,0:1,2:1,0
206,1,2016/2017,isabella,TSG,RBL,0:0,2:2,"1,54"
207,1,2016/2017,Soni,FCB,BRE,3:1,6:0,"1,12"
208,1,2016/2017,Soni,HSV,FCI,1:1,1:1,"1,85"
209,1,2016/2017,Soni,KOE,D98,0:2,2:0,0
210,1,2016/2017,Soni,BVB,M05,0:1,2:1,0
211,1,2016/2017,Soni,SGE,S04,0:1,1:0,0
212,1,2016/2017,Soni,FCA,WOB,1:3,0:2,"1,99"
213,1,2016/2017,Soni,BMG,B04,2:0,2:1,"1,3"
214,1,2016/2017,Soni,BSC,SCF,0:0,2:1,0
215,1,2016/2017,Soni,TSG,RBL,1:0,2:2,0
216,1,2016/2017,TG,FCB,BRE,1:1,6:0,0
217,1,2016/2017,TG,HSV,FCI,2:0,1:1,0
218,1,2016/2017,TG,KOE,D98,2:2,2:0,0
219,1,2016/2017,TG,BVB,M05,2:1,2:1,"2,02"
220,1,2016/2017,TG,SGE,S04,0:0,1:0,0
221,1,2016/2017,TG,FCA,WOB,0:3,0:2,"1,23"
222,1,2016/2017,TG,BMG,B04,0:1,2:1,0
223,1,2016/2017,TG,BSC,SCF,4:1,2:1,"1,23"
224,1,2016/2017,TG,TSG,RBL,1:1,2:2,"1,72"
225,1,2016/2017,Alrun,FCB,BRE,3:0,6:0,"1,14"
226,1,2016/2017,Alrun,HSV,FCI,1:0,1:1,0
227,1,2016/2017,Alrun,KOE,D98,2:1,2:0,"1,2"
228,1,2016/2017,Alrun,BVB,M05,2:0,2:1,"1,19"
229,1,2016/2017,Alrun,SGE,S04,1:2,1:0,0
230,1,2016/2017,Alrun,FCA,WOB,1:1,0:2,0
231,1,2016/2017,Alrun,BMG,B04,2:1,2:1,"2,06"
232,1,2016/2017,Alrun,BSC,SCF,1:1,2:1,0
233,1,2016/2017,Alrun,TSG,RBL,2:1,2:2,0
234,1,2016/2017,dtomasch,FCB,BRE,4:1,6:0,"1,28"
235,1,2016/2017,dtomasch,HSV,FCI,2:1,1:1,0
236,1,2016/2017,dtomasch,KOE,D98,1:1,2:0,0
237,1,2016/2017,dtomasch,BVB,M05,2:0,2:1,"1,19"
238,1,2016/2017,dtomasch,SGE,S04,0:2,1:0,0
239,1,2016/2017,dtomasch,FCA,WOB,1:2,0:2,"1,23"
240,1,2016/2017,dtomasch,BMG,B04,3:2,2:1,"1,53"
241,1,2016/2017,dtomasch,BSC,SCF,1:1,2:1,0
242,1,2016/2017,dtomasch,TSG,RBL,2:1,2:2,0
243,1,2016/2017,Essen1957,FCB,BRE,3:0,6:0,"1,14"
244,1,2016/2017,Essen1957,HSV,FCI,2:1,1:1,0
245,1,2016/2017,Essen1957,KOE,D98,2:0,2:0,"1,63"
246,1,2016/2017,Essen1957,BVB,M05,2:1,2:1,"2,02"
247,1,2016/2017,Essen1957,SGE,S04,1:1,1:0,0
248,1,2016/2017,Essen1957,FCA,WOB,2:1,0:2,0
249,1,2016/2017,Essen1957,BMG,B04,2:2,2:1,0
250,1,2016/2017,Essen1957,BSC,SCF,1:1,2:1,0
251,1,2016/2017,Essen1957,TSG,RBL,2:1,2:2,0
252,1,2016/2017,Rockoby87,FCB,BRE,3:1,6:0,"1,12"
253,1,2016/2017,Rockoby87,HSV,FCI,2:0,1:1,0
254,1,2016/2017,Rockoby87,KOE,D98,2:1,2:0,"1,2"
255,1,2016/2017,Rockoby87,BVB,M05,3:1,2:1,"1,19"
256,1,2016/2017,Rockoby87,SGE,S04,1:3,1:0,0
257,1,2016/2017,Rockoby87,FCA,WOB,1:2,0:2,"1,23"
258,1,2016/2017,Rockoby87,BMG,B04,2:2,2:1,0
259,1,2016/2017,Rockoby87,BSC,SCF,1:1,2:1,0
260,1,2016/2017,Rockoby87,TSG,RBL,1:0,2:2,0
261,1,2016/2017,tobi,FCB,BRE,10:0,6:0,"1,11"
262,1,2016/2017,tobi,HSV,FCI,,1:1,0
263,1,2016/2017,tobi,KOE,D98,,2:0,0
264,1,2016/2017,tobi,BVB,M05,,2:1,0
265,1,2016/2017,tobi,SGE,S04,,1:0,0
266,1,2016/2017,tobi,FCA,WOB,,0:2,0
267,1,2016/2017,tobi,BMG,B04,3:0,2:1,"1,27"
268,1,2016/2017,tobi,BSC,SCF,3:1,2:1,"1,26"
269,1,2016/2017,tobi,TSG,RBL,1:3,2:2,0
270,1,2016/2017,AdKo,FCB,BRE,0:0,6:0,0
271,1,2016/2017,AdKo,HSV,FCI,2:1,1:1,0
272,1,2016/2017,AdKo,KOE,D98,1:0,2:0,"1,2"
273,1,2016/2017,AdKo,BVB,M05,3:1,2:1,"1,19"
274,1,2016/2017,AdKo,SGE,S04,0:2,1:0,0
275,1,2016/2017,AdKo,FCA,WOB,0:0,0:2,0
276,1,2016/2017,AdKo,BMG,B04,2:2,2:1,0
277,1,2016/2017,AdKo,BSC,SCF,4:1,2:1,"1,23"
278,1,2016/2017,AdKo,TSG,RBL,0:2,2:2,0
279,1,2016/2017,Mirco,FCB,BRE,3:0,6:0,"1,14"
280,1,2016/2017,Mirco,HSV,FCI,0:2,1:1,0
281,1,2016/2017,Mirco,KOE,D98,1:0,2:0,"1,2"
282,1,2016/2017,Mirco,BVB,M05,4:0,2:1,"1,15"
283,1,2016/2017,Mirco,SGE,S04,1:1,1:0,0
284,1,2016/2017,Mirco,FCA,WOB,0:0,0:2,0
285,1,2016/2017,Mirco,BMG,B04,2:2,2:1,0
286,1,2016/2017,Mirco,BSC,SCF,0:0,2:1,0
287,1,2016/2017,Mirco,TSG,RBL,1:0,2:2,0
288,1,2016/2017,AS,FCB,BRE,3:0,6:0,"1,14"
289,1,2016/2017,AS,HSV,FCI,0:1,1:1,0
290,1,2016/2017,AS,KOE,D98,0:2,2:0,0
291,1,2016/2017,AS,BVB,M05,3:4,2:1,0
292,1,2016/2017,AS,SGE,S04,1:4,1:0,0
293,1,2016/2017,AS,FCA,WOB,1:1,0:2,0
294,1,2016/2017,AS,BMG,B04,2:2,2:1,0
295,1,2016/2017,AS,BSC,SCF,0:2,2:1,0
296,1,2016/2017,AS,TSG,RBL,2:1,2:2,0
297,2,2016/2017,AdKo,S04,FCB,1:1,0:2,0
298,2,2016/2017,AdKo,SCF,BMG,1:4,3:1,0
299,2,2016/2017,AdKo,FCI,BSC,1:2,0:2,"1,4"
300,2,2016/2017,AdKo,WOB,KOE,0:0,0:0,"5,13"
301,2,2016/2017,AdKo,B04,HSV,3:0,3:1,"1,18"
302,2,2016/2017,AdKo,D98,SGE,1:1,1:0,0
303,2,2016/2017,AdKo,RBL,BVB,2:1,1:0,"4,38"
304,2,2016/2017,AdKo,BRE,FCA,4:0,1:2,0
305,2,2016/2017,AdKo,M05,TSG,1:1,4:4,"1,72"
306,2,2016/2017,TG,S04,FCB,1:1,0:2,0
307,2,2016/2017,TG,SCF,BMG,2:0,3:1,"6,4"
308,2,2016/2017,TG,FCI,BSC,0:2,0:2,"2,21"
309,2,2016/2017,TG,WOB,KOE,2:2,0:0,"1,59"
310,2,2016/2017,TG,B04,HSV,5:1,3:1,"1,15"
311,2,2016/2017,TG,D98,SGE,0:0,1:0,0
312,2,2016/2017,TG,RBL,BVB,0:4,1:0,0
313,2,2016/2017,TG,BRE,FCA,2:1,1:2,0
314,2,2016/2017,TG,M05,TSG,1:1,4:4,"1,72"
315,2,2016/2017,CHB,S04,FCB,,0:2,0
316,2,2016/2017,CHB,SCF,BMG,0:2,3:1,0
317,2,2016/2017,CHB,FCI,BSC,1:2,0:2,"1,4"
318,2,2016/2017,CHB,WOB,KOE,0:2,0:0,0
319,2,2016/2017,CHB,B04,HSV,2:0,3:1,"1,28"
320,2,2016/2017,CHB,D98,SGE,1:0,1:0,"2,56"
321,2,2016/2017,CHB,RBL,BVB,1:3,1:0,0
322,2,2016/2017,CHB,BRE,FCA,0:1,1:2,"1,98"
323,2,2016/2017,CHB,M05,TSG,1:1,4:4,"1,72"
324,2,2016/2017,tobi,S04,FCB,3:1,0:2,0
325,2,2016/2017,tobi,SCF,BMG,1:3,3:1,0
326,2,2016/2017,tobi,FCI,BSC,0:2,0:2,"2,21"
327,2,2016/2017,tobi,WOB,KOE,0:5,0:0,0
328,2,2016/2017,tobi,B04,HSV,2:3,3:1,0
329,2,2016/2017,tobi,D98,SGE,1:1,1:0,0
330,2,2016/2017,tobi,RBL,BVB,3:2,1:0,"3,25"
331,2,2016/2017,tobi,BRE,FCA,0:5,1:2,"1,61"
332,2,2016/2017,tobi,M05,TSG,0:0,4:4,"1,54"
333,2,2016/2017,Mede,S04,FCB,1:3,0:2,"1,32"
334,2,2016/2017,Mede,SCF,BMG,0:2,3:1,0
335,2,2016/2017,Mede,FCI,BSC,1:1,0:2,0
336,2,2016/2017,Mede,WOB,KOE,2:0,0:0,0
337,2,2016/2017,Mede,B04,HSV,2:0,3:1,"1,28"
338,2,2016/2017,Mede,D98,SGE,1:2,1:0,0
339,2,2016/2017,Mede,RBL,BVB,1:3,1:0,0
340,2,2016/2017,Mede,BRE,FCA,1:1,1:2,0
341,2,2016/2017,Mede,M05,TSG,2:2,4:4,"5,32"
342,2,2016/2017,Mehmet Scholl,S04,FCB,1:3,0:2,"1,32"
343,2,2016/2017,Mehmet Scholl,SCF,BMG,2:1,3:1,"2,8"
344,2,2016/2017,Mehmet Scholl,FCI,BSC,2:1,0:2,0
345,2,2016/2017,Mehmet Scholl,WOB,KOE,2:2,0:0,"1,59"
346,2,2016/2017,Mehmet Scholl,B04,HSV,1:2,3:1,0
347,2,2016/2017,Mehmet Scholl,D98,SGE,2:1,1:0,"1,93"
348,2,2016/2017,Mehmet Scholl,RBL,BVB,2:2,1:0,0
349,2,2016/2017,Mehmet Scholl,BRE,FCA,1:1,1:2,0
350,2,2016/2017,Mehmet Scholl,M05,TSG,1:2,4:4,0
351,2,2016/2017,Mirco,S04,FCB,1:3,0:2,"1,32"
352,2,2016/2017,Mirco,SCF,BMG,1:3,3:1,0
353,2,2016/2017,Mirco,FCI,BSC,0:2,0:2,"2,21"
354,2,2016/2017,Mirco,WOB,KOE,2:1,0:0,0
355,2,2016/2017,Mirco,B04,HSV,2:0,3:1,"1,28"
356,2,2016/2017,Mirco,D98,SGE,1:2,1:0,0
357,2,2016/2017,Mirco,RBL,BVB,2:3,1:0,0
358,2,2016/2017,Mirco,BRE,FCA,1:2,1:2,"2,64"
359,2,2016/2017,Mirco,M05,TSG,1:0,4:4,0
360,2,2016/2017,JK,S04,FCB,0:2,0:2,"1,9"
361,2,2016/2017,JK,SCF,BMG,0:1,3:1,0
362,2,2016/2017,JK,FCI,BSC,0:4,0:2,"1,37"
363,2,2016/2017,JK,WOB,KOE,1:0,0:0,0
364,2,2016/2017,JK,B04,HSV,2:0,3:1,"1,28"
365,2,2016/2017,JK,D98,SGE,1:0,1:0,"2,56"
366,2,2016/2017,JK,RBL,BVB,0:2,1:0,0
367,2,2016/2017,JK,BRE,FCA,2:2,1:2,0
368,2,2016/2017,JK,M05,TSG,2:0,4:4,0
369,2,2016/2017,saptarshi,S04,FCB,1:3,0:2,"1,32"
370,2,2016/2017,saptarshi,SCF,BMG,0:3,3:1,0
371,2,2016/2017,saptarshi,FCI,BSC,1:3,0:2,"1,97"
372,2,2016/2017,saptarshi,WOB,KOE,1:1,0:0,"2,03"
373,2,2016/2017,saptarshi,B04,HSV,2:0,3:1,"1,28"
374,2,2016/2017,saptarshi,D98,SGE,1:1,1:0,0
375,2,2016/2017,saptarshi,RBL,BVB,0:3,1:0,0
376,2,2016/2017,saptarshi,BRE,FCA,1:1,1:2,0
377,2,2016/2017,saptarshi,M05,TSG,2:0,4:4,0
378,2,2016/2017,Soni,S04,FCB,0:2,0:2,"1,9"
379,2,2016/2017,Soni,SCF,BMG,1:1,3:1,0
380,2,2016/2017,Soni,FCI,BSC,1:2,0:2,"1,4"
381,2,2016/2017,Soni,WOB,KOE,2:0,0:0,0
382,2,2016/2017,Soni,B04,HSV,1:0,3:1,"1,16"
383,2,2016/2017,Soni,D98,SGE,3:2,1:0,"1,78"
384,2,2016/2017,Soni,RBL,BVB,1:4,1:0,0
385,2,2016/2017,Soni,BRE,FCA,1:1,1:2,0
386,2,2016/2017,Soni,M05,TSG,0:3,4:4,0
387,2,2016/2017,Therken,S04,FCB,,0:2,0
388,2,2016/2017,Therken,SCF,BMG,,3:1,0
389,2,2016/2017,Therken,FCI,BSC,,0:2,0
390,2,2016/2017,Therken,WOB,KOE,,0:0,0
391,2,2016/2017,Therken,B04,HSV,,3:1,0
392,2,2016/2017,Therken,D98,SGE,,1:0,0
393,2,2016/2017,Therken,RBL,BVB,2:1,1:0,"4,38"
394,2,2016/2017,Therken,BRE,FCA,0:3,1:2,"1,7"
395,2,2016/2017,Therken,M05,TSG,2:1,4:4,0
396,2,2016/2017,NOne,S04,FCB,1:3,0:2,"1,32"
397,2,2016/2017,NOne,SCF,BMG,0:2,3:1,0
398,2,2016/2017,NOne,FCI,BSC,1:1,0:2,0
399,2,2016/2017,NOne,WOB,KOE,2:1,0:0,0
400,2,2016/2017,NOne,B04,HSV,3:1,3:1,"4,7"
401,2,2016/2017,NOne,D98,SGE,0:2,1:0,0
402,2,2016/2017,NOne,RBL,BVB,1:2,1:0,0
403,2,2016/2017,NOne,BRE,FCA,1:1,1:2,0
404,2,2016/2017,NOne,M05,TSG,2:1,4:4,0
405,2,2016/2017,Sebastian,S04,FCB,0:2,0:2,"1,9"
406,2,2016/2017,Sebastian,SCF,BMG,0:2,3:1,0
407,2,2016/2017,Sebastian,FCI,BSC,0:2,0:2,"2,21"
408,2,2016/2017,Sebastian,WOB,KOE,0:2,0:0,0
409,2,2016/2017,Sebastian,B04,HSV,0:2,3:1,0
